ticker,date_t,date_t1,real_negative,real_neutral,real_positive,generated_negative,generated_neutral,generated_positive,real_label,generated_label,sentiment_match,real_net_sentiment,generated_net_sentiment,kl_divergence
NVDA,2023-08-23,2023-08-24,0.013101365604267175,0.8748591045230577,0.11203952987267513,0.970060063135662,0.010891014852071374,0.019048922012266618,neutral,negative,False,0.09893816426840796,-0.9510111411233954,3.9793607275623257
AMD,2023-08-24,2023-08-25,0.04988423995069921,0.37110250143496326,0.5790132586143375,0.01756846277502302,0.38185360608013313,0.6005779311448438,positive,positive,True,0.5291290186636383,0.5830094683698208,0.020288066169171653
NVDA,2023-08-24,2023-08-25,0.018695419549781347,0.8798109839867186,0.10149359646349998,0.9687631400887801,0.01745307494289451,0.013783784968325448,neutral,negative,False,0.08279817691371863,-0.9549793551204546,3.5778548823766
AMD,2023-08-25,2023-08-26,0.07141416919088289,0.8728665286776986,0.05571930213141841,0.03783401508623227,0.02263295448127796,0.9395330304324898,neutral,positive,False,-0.015694867059464483,0.9016990153462575,3.0759948311279612
NVDA,2023-08-25,2023-08-26,0.013995747147108183,0.8378605881606256,0.14814366469226622,0.03395081425293285,0.9445607382843146,0.021488447462752563,neutral,neutral,True,0.13414791754515804,-0.012462366790180288,0.17318073206418078
AMD,2023-08-28,2023-08-29,0.08464488260977145,0.8833528625465503,0.03200225484367825,0.47739910012336595,0.41308542162734074,0.10951547824929331,neutral,negative,False,-0.05264262776609319,-0.36788362187407264,0.48561304563652713
NVDA,2023-08-28,2023-08-29,0.013573707068736007,0.45534133868725846,0.5310849542440056,0.013488443629431583,0.8410254739606869,0.14548608240988153,positive,neutral,False,0.5175112471752696,0.13199763878044996,0.4083705203562598
AMD,2023-08-29,2023-08-30,0.04430441053794591,0.9219353520293428,0.0337602374327112,0.014807708381247169,0.24504723948963286,0.74014505212912,neutral,positive,False,-0.010544173105234714,0.7253373437478728,1.1659045296226827
NVDA,2023-08-29,2023-08-30,0.8938673338413388,0.053702489741947274,0.052430176416713964,0.011247841076622193,0.8129646447056555,0.17578751421772223,negative,neutral,False,-0.8414371574246248,0.16453967314110005,3.7016586767920323
AMD,2023-08-30,2023-08-31,0.968503012710481,0.016475591204127744,0.015021396085391268,0.010434564541551809,0.34270391901495023,0.646861516443498,negative,positive,False,-0.9534816166250898,0.6364269519019462,4.2814030993970595
NVDA,2023-08-30,2023-08-31,0.030743322006700404,0.920125744784686,0.0491309332086136,0.0202237085596361,0.9361203190817642,0.043655972358599665,neutral,neutral,True,0.018387611201913196,0.023432263798963564,0.0028234423540019924
AMD,2023-08-31,2023-09-01,0.029903395627287225,0.9152531214690303,0.05484348290368246,0.012647347689664799,0.8377159943133815,0.14963665799695366,neutral,neutral,True,0.024940087276395236,0.13698931030728886,0.05170434141756794
NVDA,2023-08-31,2023-09-01,0.011385388914448881,0.1100000598002189,0.8786145512853323,0.025827179920709657,0.8632258547746353,0.11094696530465499,positive,neutral,False,0.8672291623708834,0.08511978538394534,1.58216445963142
AMD,2023-09-01,2023-09-02,0.026453989957008005,0.9171111448891478,0.05643486515384421,0.015837935760315388,0.9242676513721564,0.059894412867528224,neutral,neutral,True,0.029980875196836204,0.04405647710721283,0.0030844866557775434
NVDA,2023-09-01,2023-09-02,0.015227431629955808,0.9099863290226167,0.07478623934742748,0.018078441440109887,0.8348344859887943,0.1470870725710958,neutral,neutral,True,0.05955880771747167,0.1290086311309859,0.025239180966990852
AMD,2023-09-05,2023-09-06,0.008636872710431232,0.282012446733806,0.7093506805557628,0.01867674325922026,0.9273854070787394,0.053937849662040356,positive,neutral,False,0.7007138078453315,0.0352611064028201,1.4852806987167506
NVDA,2023-09-05,2023-09-06,0.01516934334710513,0.8116150694917811,0.17321558716111377,0.7554923751299758,0.21411668855479568,0.030390936315228486,neutral,negative,False,0.15804624381400864,-0.7251014388147473,1.3236610805970053
AMD,2023-09-06,2023-09-07,0.011149986159010465,0.33711259081560024,0.6517374230253893,0.01827494663931827,0.5863602916627905,0.39536476169789125,positive,neutral,False,0.6405874368663789,0.377089815058573,0.13365301781972425
NVDA,2023-09-06,2023-09-07,0.9269593193642478,0.05313032367873582,0.01991035695701637,0.012342864348420444,0.7528919963250493,0.2347651393265302,negative,neutral,False,-0.9070489624072314,0.22242227497810976,3.813397711254855
AMD,2023-09-07,2023-09-08,0.00940232532432866,0.7726261572579323,0.21797151741773904,0.021433939811754437,0.6132452325957247,0.3653208275925209,neutral,neutral,True,0.20856919209341038,0.3438868877807664,0.05818942810163661
NVDA,2023-09-07,2023-09-08,0.007063508285615575,0.2527252657212586,0.7402112259931258,0.010872632619235609,0.8785458336797426,0.11058153370102176,positive,neutral,False,0.7331477177075103,0.09970890108178615,1.089343212882043
AMD,2023-09-08,2023-09-09,0.03267594908954032,0.8077510866141311,0.15957296429632856,0.027280835485608942,0.7969343081059573,0.17578485640843372,neutral,neutral,True,0.12689701520678823,0.14850402092282478,0.0013461791477590085
NVDA,2023-09-08,2023-09-09,0.05101071412140237,0.04981666169650842,0.8991726241820892,0.018207760425986198,0.9494412488335301,0.03235099074048368,positive,neutral,False,0.8481619100606869,0.01414323031449748,2.8953112661912184
AMD,2023-09-11,2023-09-12,0.01189109573292878,0.8002906329889228,0.18781827127814846,0.08526154988683238,0.8793820535860384,0.035356396527129255,neutral,neutral,True,0.17592717554521967,-0.04990515335970312,0.21480801532398863
NVDA,2023-09-11,2023-09-12,0.011012537261307685,0.10755339124636028,0.881434071492332,0.029923045371299604,0.9357285883017423,0.03434836632695805,positive,neutral,False,0.8704215342310243,0.004425320955658445,2.6165673967783305
AMD,2023-09-12,2023-09-13,0.020031447001445882,0.7433761510572167,0.2365924019413375,0.02552118466994164,0.028240905632273206,0.9462379096977852,neutral,positive,False,0.2165609549398916,0.9207167250278435,2.098354670155097
NVDA,2023-09-12,2023-09-13,0.010350063751639835,0.15710337928245602,0.8325465569659042,0.026696637173382054,0.03552799286124113,0.9377753699653768,positive,positive,True,0.8221964932142644,0.9110787327919947,0.12464931224753782
AMD,2023-09-13,2023-09-14,0.1368930421407844,0.306659239927485,0.5564477179317306,0.021583160264884157,0.06772176883525158,0.9106950708998642,positive,positive,True,0.41955467579094624,0.8891119106349801,0.4419115949249495
NVDA,2023-09-13,2023-09-14,0.07355703249073701,0.11649817712981603,0.809944790379447,0.010210726676415975,0.39672196945940624,0.5930673038641778,positive,positive,True,0.73638775788871,0.5828565771877618,0.2549210694794962
